ensemblGeneID	GeneSymbol	p1.shared_all_subcomp.1	p2.shared_all_subcomp.2	p3.shared_all_subcomp.3	p4.shared_all_subcomp.4	p5.shared_all_subcomp.5	p6.shared_all_subcomp.6	p7shared_all_subcomp.7	p8.shared_all_subcomp.8	p9.shared_all_subcomp.9	p10.shared_all_subcomp.10	p11.shared_all_subcomp.11	p12.shared_all_subcomp.12	p13.shared_all_subcomp.13	p14.shared_all_subcomp.14	p15.shared_all_subcomp.15	p16.shared_all_subcomp.16	p17.shared_all_subcomp.17	p18.shared_all_subcomp.18	p19.shared_all_subcomp.19	p20.shared_all_subcomp.20
ENSG00000172889	EGFL7	0.0002	0.2523	0.2467	0.0027	0.0805	0.0315	0.0032	0.0001	0.0031	0.0906	0.0063	0.1578	0.0451	0.0003	0.0169	0.1031	0.0159	0.0987	0.0080	0.0439
ENSG00000186474	KLK12	0.0002	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0058	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0005	0.0010	0.0018	0.0000
ENSG00000103044	HAS3	0.0002	0.0045	0.0014	0.0000	0.0000	0.0000	0.0064	0.0180	0.0012	0.0211	0.0018	0.0003	0.0319	0.0238	0.0000	0.0000	0.0013	0.0633	0.0069	0.0044
ENSG00000150782	IL18	0.0002	0.0002	0.0005	0.0001	0.0056	0.0009	0.0031	0.0372	0.0125	0.0440	0.0132	0.0075	0.0095	0.0009	0.0002	0.0342	0.0186	0.1253	0.0000	0.0029
ENSG00000181634	TNFSF15	0.0002	0.0018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0003	0.0087	0.0000	0.0013	0.0028	0.0000	0.0000	0.0000	0.0010	0.0064	0.0000	0.0019
ENSG00000171115	GIMAP8	0.0002	0.0000	0.0000	0.0018	0.0000	0.0000	0.0007	0.0004	0.0022	0.0037	0.0011	0.0005	0.0000	0.0006	0.0000	0.0000	0.0020	0.0001	0.0005	0.0007
ENSG00000167779	IGFBP6	0.0002	0.0956	0.1150	0.0001	0.0018	0.0002	0.0127	0.0405	0.0000	0.0017	0.0010	0.2124	0.0000	0.0038	0.0582	0.0018	0.0000	0.0006	0.0008	0.0116
ENSG00000021852	C8B	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0013	0.0001	0.0052	0.0000	0.0010	0.0000	0.0004	0.0000	0.0000	0.0000	0.0011	0.0022	0.0000
ENSG00000146094	DOK3	0.0002	0.0000	0.0236	0.0063	0.0005	0.0000	0.0207	0.0461	0.0001	0.0370	0.0056	0.0182	0.0000	0.0002	0.0002	0.0356	0.0192	0.1606	0.0000	0.0418
ENSG00000135604	STX11	0.0002	0.0021	0.0001	0.0032	0.0000	0.0000	0.0000	0.0001	0.0000	0.0237	0.0000	0.0030	0.0000	0.0049	0.0000	0.0000	0.0011	0.0004	0.0036	0.0000
ENSG00000040608	RTN4R	0.0002	0.0904	0.3020	0.0253	0.0060	0.0445	0.1154	0.0020	0.0000	0.1496	0.0066	0.0065	0.0000	0.1155	0.2338	0.0024	0.0171	0.0022	0.0570	0.0468
ENSG00000145332	KLHL8	0.0002	0.0891	0.1991	0.0692	0.1427	0.2147	0.1668	0.1818	0.1456	0.1531	0.2580	0.1340	0.1407	0.0097	0.0480	0.0902	0.2409	0.4397	0.0993	0.1271
ENSG00000171060	C8orf74	0.0002	0.0000	0.0006	0.0010	0.0000	0.0000	0.0000	0.0001	0.0007	0.0403	0.0000	0.0008	0.0000	0.0024	0.0000	0.0000	0.0005	0.0018	0.0034	0.0000
ENSG00000184389	A3GALT2	0.0002	0.0001	0.0090	0.0021	0.0000	0.0000	0.0184	0.0093	0.0089	0.0531	0.0025	0.0000	0.0002	0.0006	0.0000	0.0000	0.0055	0.0038	0.0142	0.0000
ENSG00000205352	PRR13	0.0002	0.2307	0.1804	0.0007	0.0091	0.0009	0.0000	0.0001	0.0192	0.0003	0.0005	0.3805	0.0057	0.0038	0.0059	0.0374	0.0003	0.0000	0.0123	0.1513
ENSG00000198055	GRK6	0.0002	0.1047	0.0427	0.0154	0.0085	0.0143	0.0097	0.0004	0.0014	0.0665	0.0020	0.0160	0.0080	0.0015	0.0100	0.0254	0.0014	0.0024	0.0091	0.0444
ENSG00000124429	POF1B	0.0002	0.0010	0.0002	0.0001	0.0000	0.0000	0.0002	0.0135	0.0000	0.0898	0.0000	0.0216	0.0000	0.0297	0.0000	0.0000	0.0446	0.0608	0.0187	0.0044
ENSG00000163600	ICOS	0.0002	0.0000	0.0000	0.0010	0.0000	0.0000	0.0004	0.0000	0.0000	0.0185	0.0000	0.0012	0.0001	0.0050	0.0000	0.0000	0.0046	0.0000	0.0015	0.0000
ENSG00000204764	RANBP17	0.0002	0.1005	0.1109	0.0196	0.4100	0.3689	0.0007	0.7364	0.1419	0.1784	0.7508	0.1057	0.5016	0.3934	0.2932	0.0314	0.0000	0.1360	0.1913	0.0000
ENSG00000232838	PET117	0.0002	0.1451	0.0828	0.0025	0.0000	0.0002	0.0008	0.0228	0.0042	0.1719	0.0000	0.3156	0.0078	0.0341	0.0000	0.0000	0.0392	0.0090	0.0415	0.0811
ENSG00000188282	RUFY4	0.0002	0.0000	0.0002	0.0004	0.0000	0.0000	0.0000	0.0027	0.0011	0.0245	0.0000	0.0000	0.0012	0.0082	0.0000	0.0000	0.0026	0.0006	0.0067	0.0000
ENSG00000166948	TGM6	0.0002	0.0037	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0467	0.0001	0.0073	0.0001	0.0002	0.0000	0.0000	0.0042	0.0002	0.0057	0.0000
ENSG00000119574	ZBTB45	0.0002	0.0503	0.0725	0.0019	0.0000	0.0073	0.0001	0.0020	0.0094	0.0158	0.0010	0.0431	0.0066	0.0136	0.0000	0.0000	0.0210	0.0148	0.0172	0.1317
ENSG00000183607	GKN2	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0028	0.0001	0.0000	0.0000
ENSG00000183048	SLC25A10	0.0002	0.0098	0.0132	0.0002	0.0002	0.0041	0.0007	0.0092	0.0043	0.0402	0.0000	0.0099	0.0088	0.0001	0.0000	0.0001	0.0358	0.0220	0.0001	0.0069
ENSG00000186364	NUDT17	0.0002	0.0073	0.0002	0.0000	0.0000	0.0000	0.0069	0.0084	0.0034	0.0000	0.0002	0.0084	0.0050	0.0087	0.0000	0.0000	0.0080	0.0140	0.0000	0.0360
ENSG00000137976	DNASE2B	0.0002	0.0016	0.0000	0.0000	0.0000	0.0018	0.0055	0.0048	0.0022	0.0004	0.0000	0.0078	0.0000	0.0064	0.0000	0.0062	0.0093	0.0072	0.0000	0.0057
ENSG00000152270	PDE3B	0.0002	0.0458	0.2766	0.3381	0.3141	1.0535	0.0066	0.2876	0.1121	0.3421	0.3443	0.0999	0.6714	0.0059	0.0859	0.2241	0.4046	0.2484	0.0319	0.0729
ENSG00000186810	CXCR3	0.0002	0.0005	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000
ENSG00000169903	TM4SF4	0.0002	0.0000	0.0000	0.0013	0.0000	0.0000	0.0000	0.0008	0.0000	0.0161	0.0006	0.0000	0.0012	0.0025	0.0000	0.0000	0.0017	0.0000	0.0027	0.0000
ENSG00000178567	EPM2AIP1	0.0002	0.1636	0.1298	0.0060	0.0011	0.0320	0.0210	0.0989	0.0403	0.0024	0.0414	0.1287	0.0174	0.0060	0.0021	0.0069	0.1076	0.0466	0.0545	0.3374
ENSG00000132207	SLX1A	0.0002	0.0004	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0007
ENSG00000168418	KCNG4	0.0002	0.0000	0.0009	0.0003	0.0000	0.0000	0.0000	0.0019	0.0000	0.0203	0.0000	0.0004	0.0000	0.0026	0.0000	0.0000	0.0005	0.0007	0.0006	0.0000
ENSG00000112667	DNPH1	0.0002	0.2393	0.0399	0.0000	0.0000	0.0000	0.0073	0.0020	0.0007	0.0074	0.0025	0.2877	0.0510	0.0873	0.0001	0.0000	0.0402	0.0000	0.1503	0.1688
ENSG00000173193	PARP14	0.0002	0.0111	0.0012	0.0001	0.0000	0.0000	0.0048	0.0214	0.0000	0.1302	0.0000	0.0306	0.0000	0.0776	0.0000	0.0000	0.0658	0.1286	0.0097	0.1031
ENSG00000064666	CNN2	0.0002	0.0000	0.0002	0.0025	0.0000	0.0000	0.0000	0.0019	0.0000	0.0407	0.0000	0.0001	0.0000	0.0092	0.0000	0.0000	0.0032	0.0002	0.0036	0.0000
ENSG00000101160	CTSZ	0.0002	0.0199	0.0512	0.0000	0.0568	0.0001	0.0070	0.0000	0.0358	0.0190	0.0192	0.0005	0.0015	0.0061	0.0000	0.0397	0.0002	0.0406	0.0007	0.0000
ENSG00000069011	PITX1	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0021	0.0017	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000
ENSG00000249115	HAUS5	0.0002	0.0624	0.0048	0.0418	0.0000	0.0209	0.0000	0.0823	0.0576	0.0698	0.0001	0.0013	0.0289	0.0911	0.0000	0.0000	0.0170	0.0242	0.0845	0.0000
ENSG00000187288	CIDEC	0.0002	0.0000	0.0027	0.0047	0.0000	0.0000	0.0000	0.0004	0.0000	0.0615	0.0000	0.0016	0.0000	0.0134	0.0000	0.0000	0.0025	0.0033	0.0051	0.0000
ENSG00000125084	WNT1	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0170	0.0000	0.0000	0.0038	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0058	0.0000	0.0000	0.0136
ENSG00000180611	MB21D2	0.0002	0.0001	0.0365	0.4681	0.0124	0.2058	0.0425	0.1055	0.1251	0.2751	0.0000	0.0001	0.1822	0.0005	0.0329	0.0012	0.4214	0.0040	0.0476	0.2457
ENSG00000076053	RBM7	0.0002	0.0539	0.1130	0.0053	0.0086	0.0008	0.0341	0.0185	0.0258	0.0020	0.0150	0.1009	0.0213	0.0204	0.0007	0.0339	0.0079	0.0397	0.0235	0.1100
ENSG00000180340	FZD2	0.0002	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0024	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000
ENSG00000184012	TMPRSS2	0.0002	0.0000	0.0013	0.0124	0.0000	0.0000	0.0000	0.0000	0.0000	0.0282	0.0000	0.0000	0.0000	0.0038	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000
ENSG00000129465	RIPK3	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0001	0.0002	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000186193	SAPCD2	0.0001	0.0034	0.0014	0.0000	0.0000	0.0000	0.0045	0.0002	0.0000	0.0360	0.0000	0.0008	0.0000	0.0008	0.0000	0.0000	0.0232	0.0027	0.0201	0.0000
ENSG00000273820	USP27X	0.0001	0.0432	0.1110	0.0023	0.0004	0.0074	0.0033	0.0016	0.0091	0.0253	0.0007	0.0001	0.0356	0.0018	0.0028	0.0192	0.0006	0.0007	0.0034	0.0001
ENSG00000183160	TMEM119	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0076	0.0000	0.0008	0.0000	0.0007	0.0000	0.0000	0.0014	0.0000	0.0006	0.0000
ENSG00000176769	TCERG1L	0.0001	0.0046	0.0046	0.2909	0.0140	0.3996	0.0348	0.0219	0.0141	0.2917	0.0000	0.0013	0.0000	0.0000	0.0002	0.5060	0.5741	0.3463	0.0001	0.0974
ENSG00000171222	SCAND1	0.0001	0.1333	0.1637	0.0506	0.0011	0.0030	0.0001	0.0770	0.0117	0.0028	0.0003	0.4453	0.0033	0.0253	0.0008	0.0000	0.0007	0.0047	0.0403	0.1936
ENSG00000106400	ZNHIT1	0.0001	0.0994	0.2250	0.0040	0.0000	0.0000	0.0058	0.0025	0.0000	0.1030	0.0066	0.3752	0.0002	0.1827	0.0033	0.0000	0.0079	0.0000	0.0276	0.0631
ENSG00000188158	NHS	0.0001	0.0026	0.0534	0.0002	0.1111	0.0012	0.0025	0.3987	0.0444	0.0874	0.6137	0.0772	0.0612	0.1803	0.0011	0.0853	0.0003	0.4650	0.0081	0.0011
ENSG00000139329	LUM	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0010	0.0000
ENSG00000100351	GRAP2	0.0001	0.0461	0.0807	0.0123	0.0000	0.0000	0.0000	0.0004	0.0000	0.0248	0.0000	0.1176	0.0141	0.1064	0.0000	0.0000	0.0004	0.0000	0.0844	0.0001
ENSG00000168612	ZSWIM1	0.0001	0.0400	0.0195	0.0034	0.0000	0.0002	0.0003	0.0094	0.0045	0.0510	0.0000	0.0030	0.0002	0.0335	0.0000	0.0000	0.0170	0.0285	0.0089	0.0088
ENSG00000162377	COA7	0.0001	0.0164	0.0584	0.0000	0.0001	0.0009	0.0071	0.0018	0.0064	0.0424	0.0005	0.0660	0.0042	0.0030	0.0002	0.0091	0.0018	0.0016	0.0001	0.0303
ENSG00000164900	GBX1	0.0001	0.0000	0.0025	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0570	0.0000	0.0005	0.0000	0.0086	0.0000	0.0000	0.0131	0.0002	0.0034	0.0000
ENSG00000187569	DPPA3	0.0001	0.0031	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0006	0.0212	0.0000	0.0026	0.0010	0.0050	0.0000	0.0000	0.0012	0.0000	0.0016	0.0000
ENSG00000183090	FREM3	0.0001	0.0000	0.0037	0.0038	0.0000	0.0000	0.0068	0.0829	0.0000	0.2983	0.0000	0.0001	0.0000	0.0002	0.0000	0.0000	0.7248	0.2343	0.0684	0.3345
ENSG00000137168	PPIL1	0.0001	0.1858	0.2123	0.0000	0.0131	0.0091	0.0219	0.0020	0.0153	0.0580	0.0286	0.2038	0.0123	0.0013	0.0003	0.0296	0.0081	0.0038	0.0080	0.0492
ENSG00000160949	TONSL	0.0001	0.0060	0.0095	0.0087	0.0002	0.0169	0.0364	0.0014	0.0004	0.0440	0.0028	0.0023	0.0000	0.0019	0.0106	0.0018	0.0216	0.0339	0.0004	0.0253
ENSG00000183918	SH2D1A	0.0001	0.0002	0.0000	0.0013	0.0000	0.0000	0.0000	0.0000	0.0062	0.0072	0.0000	0.0018	0.0000	0.0015	0.0000	0.0000	0.0001	0.0038	0.0007	0.0000
ENSG00000102032	RENBP	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0128	0.0000	0.0174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0000	0.0000	0.0000	0.0000
ENSG00000125740	FOSB	0.0001	0.0054	0.0800	0.0000	0.0000	0.0000	0.0276	0.0000	0.0000	0.0065	0.0002	0.0002	0.0000	0.0028	0.0180	0.0000	0.0000	0.0141	0.0000	0.0000
ENSG00000163554	SPTA1	0.0001	0.0004	0.0004	0.0022	0.0000	0.0000	0.0000	0.0013	0.0002	0.0182	0.0000	0.0003	0.0000	0.0043	0.0000	0.0000	0.0067	0.0049	0.0070	0.0000
ENSG00000169756	LIMS1	0.0001	0.0385	0.0502	0.0525	0.2086	0.0787	0.0072	0.1145	0.1227	0.4221	0.1566	0.0555	0.0276	0.0022	0.1659	0.1007	0.0001	0.1620	0.0361	0.2232
ENSG00000100242	SUN2	0.0001	0.0181	0.0815	0.0243	0.0813	0.0512	0.1467	0.0084	0.0000	0.0236	0.0108	0.0006	0.0000	0.0001	0.0894	0.0439	0.0030	0.0435	0.0000	0.0015
ENSG00000113924	HGD	0.0001	0.0028	0.0000	0.0662	0.0000	0.0005	0.0427	0.0002	0.0000	0.0080	0.0042	0.0227	0.0000	0.0007	0.0001	0.0131	0.0041	0.0035	0.0003	0.0194
ENSG00000108961	RANGRF	0.0001	0.0530	0.0651	0.0037	0.0171	0.0001	0.0031	0.0577	0.0181	0.0000	0.0075	0.1694	0.0655	0.0303	0.0000	0.0386	0.0007	0.0013	0.0002	0.1219
ENSG00000077274	CAPN6	0.0001	0.0000	0.0048	0.0107	0.0000	0.0000	0.0000	0.0010	0.0000	0.1930	0.0000	0.0029	0.0000	0.0483	0.0000	0.0000	0.0116	0.0061	0.0288	0.0000
ENSG00000174529	TMEM81	0.0001	0.0270	0.0976	0.0094	0.0019	0.0026	0.0062	0.0162	0.0000	0.0038	0.0059	0.0015	0.0000	0.0134	0.0061	0.0008	0.0109	0.0475	0.0017	0.0399
ENSG00000140990	NDUFB10	0.0001	0.2995	0.2083	0.0664	0.0044	0.0472	0.0000	0.0445	0.0325	0.0324	0.0007	0.8829	0.0293	0.0532	0.0141	0.0012	0.0003	0.0084	0.1187	0.2578
ENSG00000160602	NEK8	0.0001	0.0004	0.0012	0.0178	0.0000	0.0000	0.0000	0.0085	0.0112	0.0554	0.0000	0.0134	0.0000	0.0002	0.0000	0.0000	0.0002	0.0163	0.0000	0.0269
ENSG00000143390	RFX5	0.0001	0.0095	0.1496	0.0010	0.0004	0.0263	0.0007	0.0731	0.0295	0.0049	0.0003	0.0596	0.0247	0.0378	0.0000	0.0006	0.0003	0.0783	0.0035	0.0023
ENSG00000239382	ALKBH6	0.0001	0.2209	0.0072	0.0288	0.0000	0.0155	0.0005	0.1731	0.0835	0.0045	0.0011	0.3812	0.0397	0.0848	0.0001	0.0000	0.2222	0.1060	0.0221	0.5298
ENSG00000160207	HSF2BP	0.0001	0.0085	0.0010	0.0116	0.0011	0.0525	0.0088	0.0164	0.0254	0.1171	0.0003	0.0110	0.0015	0.0002	0.0009	0.0024	0.0119	0.0342	0.0182	0.0511
ENSG00000205929	C21orf62	0.0001	0.0004	0.0006	0.0059	0.0000	0.0000	0.0060	0.0174	0.0049	0.0547	0.0001	0.0039	0.0000	0.0088	0.0005	0.0000	0.0046	0.0112	0.0017	0.0283
ENSG00000171700	RGS19	0.0001	0.0172	0.0120	0.0005	0.0000	0.0038	0.0008	0.0000	0.0027	0.0083	0.0000	0.0173	0.0026	0.0002	0.0001	0.0187	0.0102	0.0084	0.0011	0.0240
ENSG00000165912	PACSIN3	0.0001	0.0000	0.0201	0.0212	0.0000	0.0000	0.0000	0.0028	0.0095	0.0047	0.0000	0.0307	0.0000	0.0238	0.0000	0.0071	0.0000	0.0120	0.0000	0.0000
ENSG00000169064	ZBBX	0.0001	0.1175	0.0259	0.0004	0.0000	0.8051	0.2576	0.0021	0.0000	0.0670	0.0003	0.0331	0.0000	0.0005	0.5552	0.0045	1.0863	0.0172	0.2274	0.3449
ENSG00000086696	HSD17B2	0.0001	0.0000	0.0028	0.0000	0.0000	0.0000	0.0000	0.0014	0.0000	0.0217	0.0000	0.0004	0.0000	0.0046	0.0000	0.0000	0.0015	0.0053	0.0007	0.0000
ENSG00000111254	AKAP3	0.0001	0.0035	0.0071	0.0021	0.0000	0.0019	0.0000	0.0161	0.0032	0.0482	0.0002	0.0203	0.0014	0.0333	0.0000	0.0000	0.0049	0.0219	0.0024	0.0132
ENSG00000141433	ADCYAP1	0.0001	0.0000	0.0480	0.0771	0.0000	0.0000	0.1522	0.0001	0.0000	0.0000	0.0002	0.1552	0.0000	0.0068	0.0001	0.0368	0.5672	0.0000	0.0000	0.0170
ENSG00000185650	ZFP36L1	0.0001	0.0284	0.0000	0.0000	0.0000	0.0211	0.1001	0.0001	0.0000	0.0033	0.0000	0.0000	0.0000	0.0093	0.0000	0.0000	0.0039	0.0000	0.0011	0.0592
ENSG00000121807	CCR2	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0007	0.0015	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0000	0.0005	0.0001
ENSG00000182179	UBA7	0.0001	0.0048	0.0001	0.0000	0.0000	0.0000	0.0082	0.0000	0.0000	0.0075	0.0000	0.0000	0.0014	0.0013	0.0000	0.0000	0.0014	0.0005	0.0049	0.0053
ENSG00000161920	MED11	0.0001	0.0250	0.0659	0.0001	0.0191	0.0129	0.0127	0.0325	0.0111	0.0030	0.0051	0.2044	0.0088	0.0022	0.0021	0.0327	0.0289	0.0352	0.0007	0.1196
ENSG00000138722	MMRN1	0.0001	0.0032	0.0006	0.0041	0.0005	0.0009	0.0039	0.0023	0.0017	0.0124	0.0000	0.0000	0.0010	0.0004	0.0000	0.0000	0.0017	0.0021	0.0007	0.0000
ENSG00000111639	MRPL51	0.0001	0.2065	0.1142	0.0520	0.0000	0.0046	0.0000	0.0128	0.0056	0.0001	0.0005	0.8682	0.0467	0.2533	0.0066	0.0000	0.0103	0.0007	0.2367	0.4117
ENSG00000204839	MROH6	0.0001	0.0003	0.0090	0.0109	0.0006	0.0002	0.0004	0.0319	0.0111	0.0419	0.0121	0.0000	0.0003	0.0081	0.0000	0.0000	0.0001	0.0384	0.0096	0.0000
ENSG00000159761	C16orf86	0.0001	0.0058	0.0001	0.0000	0.0035	0.0000	0.0186	0.0142	0.0105	0.0040	0.0138	0.0000	0.0074	0.0084	0.0000	0.0016	0.0070	0.0023	0.0005	0.0006
ENSG00000118520	ARG1	0.0001	0.0112	0.0021	0.0024	0.0000	0.0000	0.0000	0.0085	0.0180	0.0000	0.0000	0.0072	0.0073	0.0000	0.0000	0.0005	0.0096	0.0008	0.0001	0.0001
ENSG00000153391	INO80C	0.0001	0.0536	0.0319	0.1072	0.0054	0.0281	0.0497	0.0476	0.0539	0.1164	0.0690	0.0838	0.0896	0.0154	0.0176	0.0780	0.0972	0.0737	0.0025	0.2540
ENSG00000152430	BOLL	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0103	0.0000	0.0000	0.1801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0936	0.1130	0.0000	0.1317
ENSG00000167207	NOD2	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0013	0.0001	0.0000	0.0103	0.0000	0.0024	0.0028	0.0039	0.0000	0.0000	0.0077	0.0022	0.0000	0.0003
ENSG00000092758	COL9A3	0.0001	0.0776	0.0200	0.0000	0.0000	0.0637	0.0000	0.0006	0.0000	0.0011	0.0000	0.0892	0.0000	0.0000	0.0000	0.0394	0.0000	0.0242	0.0001	0.0035
ENSG00000108001	EBF3	0.0001	0.0438	0.0001	0.0000	0.0000	0.0001	0.0000	0.0209	0.0035	0.1426	0.0000	0.0208	0.0155	0.0342	0.0000	0.0000	0.0302	0.2573	0.0313	0.1168
ENSG00000145192	AHSG	0.0001	0.0008	0.0004	0.0046	0.0000	0.0005	0.0000	0.0001	0.0135	0.0307	0.0000	0.0076	0.0000	0.0000	0.0000	0.0000	0.0244	0.0056	0.0000	0.0127
ENSG00000205403	CFI	0.0001	0.0004	0.0128	0.0013	0.0000	0.0000	0.0000	0.0062	0.0000	0.1419	0.0000	0.0030	0.0000	0.0308	0.0000	0.0000	0.0232	0.0207	0.0331	0.0000
ENSG00000156970	BUB1B	0.0001	0.0045	0.0000	0.0000	0.0000	0.0000	0.0204	0.0001	0.0000	0.1528	0.0000	0.0009	0.0000	0.0064	0.0000	0.0000	0.0966	0.0006	0.0043	0.1350
ENSG00000156239	N6AMT1	0.0001	0.1632	0.0314	0.0090	0.0000	0.0165	0.0022	0.1495	0.0151	0.0179	0.0000	0.1353	0.0129	0.0447	0.0000	0.0000	0.1404	0.0379	0.1033	0.2400
ENSG00000176490	DIRAS1	0.0001	0.0439	0.5103	0.0010	0.1070	0.0011	0.0280	0.0154	0.0034	0.0383	0.0418	0.0757	0.0120	0.0270	0.0152	0.1473	0.0197	0.0868	0.0009	0.0488
ENSG00000198056	PRIM1	0.0001	0.1936	0.0069	0.0009	0.0001	0.0596	0.0069	0.1529	0.0615	0.0408	0.0164	0.1704	0.0089	0.0560	0.0002	0.0000	0.0057	0.1269	0.0313	0.1345
ENSG00000105371	ICAM4	0.0001	0.0014	0.0000	0.0000	0.0000	0.0002	0.0000	0.0001	0.0003	0.0072	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0012	0.0001
ENSG00000184860	SDR42E1	0.0001	0.0002	0.0003	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0000	0.0000	0.0011	0.0000	0.0000	0.0000	0.0001	0.0008	0.0000
ENSG00000166002	SMCO4	0.0001	0.0232	0.2099	0.0656	0.0000	0.0000	0.0001	0.0277	0.0000	0.0506	0.0000	0.3252	0.0000	0.1275	0.0001	0.0000	0.0848	0.0010	0.0914	0.0012
ENSG00000197766	CFD	0.0001	0.0265	0.0059	0.0081	0.0000	0.0000	0.0000	0.0001	0.0001	0.0509	0.0000	0.0009	0.0092	0.0219	0.0000	0.0000	0.0000	0.0013	0.0043	0.0252
ENSG00000164879	CA3	0.0001	0.0004	0.0001	0.0000	0.0047	0.0003	0.0024	0.0046	0.0011	0.0001	0.0023	0.0199	0.0147	0.0083	0.0263	0.0115	0.0000	0.0433	0.0003	0.0431
ENSG00000094914	AAAS	0.0001	0.1717	0.0122	0.0074	0.0000	0.0371	0.0003	0.1849	0.0120	0.1263	0.0010	0.2375	0.0048	0.1072	0.0001	0.0000	0.1310	0.2386	0.1071	0.2627
ENSG00000184937	WT1	0.0001	0.0000	0.0008	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0409	0.0000	0.0062	0.0000	0.0056	0.0000	0.0000	0.0043	0.0005	0.0063	0.0000
ENSG00000215644	GCGR	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0012	0.0003	0.0016	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000
ENSG00000273777	CEACAM20	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0343	0.0000	0.0020	0.0000	0.0058	0.0000	0.0000	0.0023	0.0011	0.0035	0.0000
ENSG00000204308	RNF5	0.0001	0.1900	0.1323	0.0000	0.0003	0.0008	0.0000	0.0000	0.0063	0.0000	0.0000	0.2305	0.0012	0.0038	0.0001	0.0175	0.0000	0.0001	0.0006	0.0886
ENSG00000188010	MORN2	0.0001	0.0512	0.0895	0.0004	0.0000	0.0002	0.0009	0.0162	0.0001	0.0546	0.0000	0.3798	0.0000	0.0792	0.0000	0.0000	0.0173	0.0377	0.0428	0.2116
ENSG00000144366	GULP1	0.0001	0.0000	0.0000	0.0000	0.0000	0.0004	0.6645	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.3518	0.0043	1.2637	0.0000	0.0000	0.6048
ENSG00000102962	CCL22	0.0001	0.0000	0.0011	0.0016	0.0000	0.0000	0.0001	0.0000	0.0000	0.0164	0.0000	0.0000	0.0000	0.0015	0.0000	0.0000	0.0025	0.0002	0.0032	0.0000
ENSG00000160223	ICOSLG	0.0001	0.0000	0.0006	0.0010	0.0000	0.0000	0.0001	0.0006	0.0001	0.0120	0.0000	0.0000	0.0001	0.0026	0.0000	0.0000	0.0007	0.0002	0.0017	0.0000
ENSG00000164885	CDK5	0.0001	0.3115	0.1936	0.0004	0.0000	0.0000	0.0001	0.0025	0.0014	0.0001	0.0003	0.6823	0.0173	0.0156	0.0001	0.0000	0.0045	0.0007	0.0064	0.3700
