ensemblGeneID	GeneSymbol	p1.shared_all_subcomp.1	p2.shared_all_subcomp.2	p3.shared_all_subcomp.3	p4.shared_all_subcomp.4	p5.shared_all_subcomp.5	p6.shared_all_subcomp.6	p7shared_all_subcomp.7	p8.shared_all_subcomp.8	p9.shared_all_subcomp.9	p10.shared_all_subcomp.10	p11.shared_all_subcomp.11	p12.shared_all_subcomp.12	p13.shared_all_subcomp.13	p14.shared_all_subcomp.14	p15.shared_all_subcomp.15	p16.shared_all_subcomp.16	p17.shared_all_subcomp.17	p18.shared_all_subcomp.18	p19.shared_all_subcomp.19	p20.shared_all_subcomp.20
ENSG00000068885	IFT80	0.2803	0.1697	0.1195	0.1805	0.1149	0.2343	0.0793	0.2085	0.1617	0.0369	0.1166	0.1048	0.0790	0.1966	0.1611	0.2108	0.2418	0.2069	0.1883	0.6925
ENSG00000198920	KIAA0753	0.2802	0.0132	0.0904	0.0694	0.0756	0.1774	0.2549	0.2013	0.1872	0.2948	0.1387	0.1000	0.1171	0.1427	0.1661	0.0116	0.3137	0.3754	0.0878	0.4270
ENSG00000165300	SLITRK5	0.2801	0.2345	0.2124	0.0000	0.0015	0.0021	0.1125	0.0016	0.0105	0.0009	0.0037	0.0408	0.0817	0.0422	0.0650	0.1094	0.0076	0.1440	0.0042	0.2756
ENSG00000188895	MSL1	0.2801	0.1951	0.2779	0.1033	0.0121	0.1490	0.0408	0.1092	0.0743	0.2147	0.0782	0.0536	0.1412	0.3929	0.2752	0.0050	0.3275	0.2322	0.1845	0.2932
ENSG00000167632	TRAPPC9	0.2800	0.1712	0.2098	0.3182	0.1132	0.3987	0.0819	0.3633	0.5081	0.4130	0.5765	0.1949	0.0953	0.1682	0.2411	0.3317	0.2984	0.3184	0.1071	0.0973
ENSG00000135597	REPS1	0.2799	0.3108	0.0813	0.1342	0.3140	0.1883	0.3748	0.5395	0.3633	0.1569	0.2865	0.1851	0.1208	0.3271	0.3037	0.1757	0.3922	0.4851	0.3944	0.2285
ENSG00000165671	NSD1	0.2799	0.1396	0.2248	0.1944	0.5074	0.2632	0.2735	0.3058	0.2570	0.5303	0.1434	0.0561	0.2584	0.1565	0.2166	0.2126	0.2104	0.2005	0.0491	0.1150
ENSG00000185053	SGCZ	0.2797	0.0207	0.1582	0.2845	0.6054	0.0083	0.0001	0.7378	0.1286	0.2377	0.0262	0.2529	0.7750	0.0380	0.8168	0.9718	0.0000	0.5597	0.0002	0.4051
ENSG00000107854	TNKS2	0.2795	0.2115	0.1442	0.2482	0.1588	0.2923	0.2980	0.3069	0.1466	0.0331	0.1723	0.1306	0.1633	0.1283	0.2395	0.1589	0.2790	0.2211	0.0941	0.5118
ENSG00000186001	LRCH3	0.2794	0.1066	0.0211	0.1634	0.2445	0.2910	0.2269	0.2003	0.1847	0.2904	0.3264	0.0714	0.0762	0.0152	0.1613	0.1662	0.0998	0.1821	0.0270	0.3047
ENSG00000137478	FCHSD2	0.2793	0.0655	0.0810	0.1234	0.3141	0.3678	0.0125	0.3781	0.4119	0.6032	0.2205	0.1523	0.5840	0.1451	0.2171	0.0667	0.0168	0.0905	0.2109	0.1175
ENSG00000133169	BEX1	0.2793	0.4095	0.6463	0.2038	0.0510	0.2394	0.0337	0.0335	0.0314	0.0030	0.0277	0.8324	0.3263	0.6100	0.2437	0.0314	0.3102	0.0883	0.7044	0.3945
ENSG00000116191	RALGPS2	0.2793	0.1522	0.0098	0.0082	0.2320	0.5207	0.1580	0.2026	0.2153	0.3715	0.0928	0.0261	0.7304	0.0393	0.2992	0.1533	0.0085	0.0509	0.0261	0.4006
ENSG00000197694	SPTAN1	0.2787	0.3950	0.3498	0.3318	0.4016	0.2373	0.2574	0.2889	0.2506	0.5350	0.4780	0.3947	0.1998	0.3733	0.2477	0.3907	0.2195	0.2164	0.1875	0.2021
ENSG00000008086	CDKL5	0.2786	0.2580	0.3927	0.5022	0.4293	0.3060	0.1379	0.2473	0.3057	0.3343	0.3438	0.1179	0.3719	0.3086	0.4513	0.4935	0.3657	0.2507	0.2977	0.2501
ENSG00000166025	AMOTL1	0.2782	0.0493	0.1069	0.0729	0.0000	0.1303	0.0000	0.1579	0.0479	0.0000	0.0000	0.0572	0.0008	0.0000	0.0000	0.1933	0.0000	0.1594	0.0000	0.0000
ENSG00000153207	AHCTF1	0.2782	0.1008	0.1243	0.1814	0.1589	0.2100	0.2407	0.0941	0.1331	0.1946	0.1304	0.0634	0.1816	0.0836	0.1702	0.1602	0.2080	0.3409	0.2627	0.3615
ENSG00000080503	SMARCA2	0.2779	0.2476	0.2150	0.8463	0.3745	0.0800	0.3883	0.0692	0.3444	0.1677	0.4263	0.1677	0.1939	0.1271	0.0915	0.5026	0.4781	0.2154	0.3743	0.3926
ENSG00000170759	KIF5B	0.2778	0.3221	0.2399	0.1320	0.0861	0.2626	0.1079	0.1732	0.0534	0.1824	0.0268	0.2627	0.2247	0.1887	0.0828	0.0886	0.1106	0.2883	0.0833	0.4181
ENSG00000141542	RAB40B	0.2774	0.1291	0.2239	0.0048	0.0389	0.0184	0.2359	0.0001	0.0131	0.2629	0.0146	0.0599	0.0002	0.2615	0.3417	0.0665	0.2327	0.0535	0.0277	0.3740
ENSG00000173889	PHC3	0.2769	0.1434	0.0785	0.2014	0.2987	0.2678	0.4554	0.2717	0.3162	0.1877	0.2159	0.1047	0.2517	0.2010	0.3376	0.2160	0.1369	0.1563	0.2061	0.4414
ENSG00000095002	MSH2	0.2769	0.2365	0.1218	0.1898	0.1095	0.1474	0.2211	0.2024	0.1527	0.3752	0.0320	0.2474	0.2840	0.4170	0.2611	0.0413	0.3039	0.2197	0.5328	0.1681
ENSG00000165186	PTCHD1	0.2765	0.2968	0.0000	0.0000	0.0015	0.2586	0.2567	0.0001	0.0587	0.1992	0.0001	0.0001	0.1296	0.0005	0.0009	0.0391	0.0387	0.3338	0.0000	0.4000
ENSG00000144040	SFXN5	0.2765	0.0485	0.0491	0.1928	0.1936	0.0832	0.0743	0.2666	0.1719	0.4468	0.4257	0.4047	0.0771	0.2877	0.1043	0.3012	0.3417	0.4479	0.0031	0.1855
ENSG00000117643	MAN1C1	0.2764	0.0009	0.1227	0.4134	0.0007	0.0003	0.6173	0.0088	0.0000	0.3272	0.3112	0.0230	0.0000	0.1342	0.4705	0.0119	0.4216	0.0030	0.0038	0.2128
ENSG00000186732	MPPED1	0.2764	0.2914	0.1184	0.2455	0.0156	0.3525	0.1729	0.1661	0.3217	0.4313	0.0677	0.1644	0.2786	0.0036	0.0120	0.2058	0.4856	0.4365	0.1042	0.0057
ENSG00000078124	ACER3	0.2761	0.1115	0.1172	0.0524	0.2213	0.1722	0.1022	0.2721	0.1854	0.2754	0.0867	0.0990	0.2943	0.0119	0.0001	0.2342	0.3529	0.4449	0.0457	0.2668
ENSG00000151743	AMN1	0.2760	0.4472	0.1750	0.0008	0.1113	0.2688	0.1655	0.1052	0.1991	0.3281	0.0877	0.3753	0.2026	0.0854	0.0398	0.1262	0.1547	0.2618	0.0795	0.2703
ENSG00000135040	NAA35	0.2758	0.1337	0.0524	0.0836	0.0661	0.2294	0.1964	0.2896	0.2163	0.2984	0.2662	0.1157	0.0566	0.2200	0.2388	0.0299	0.1839	0.1977	0.1322	0.4063
ENSG00000196663	TECPR2	0.2757	0.1608	0.1128	0.2082	0.0726	0.3309	0.2988	0.1734	0.2777	0.4796	0.2255	0.0196	0.0441	0.1402	0.2144	0.0044	0.1838	0.2094	0.1235	0.1599
ENSG00000056291	NPFFR2	0.2757	0.1278	0.0000	0.0000	0.1270	0.1875	0.0000	0.0000	0.0262	0.0000	0.0000	0.0000	0.0065	0.0000	0.0486	0.0000	0.0000	0.0386	0.0000	0.0000
ENSG00000163029	SMC6	0.2756	0.1550	0.0347	0.0455	0.0684	0.4209	0.1825	0.1703	0.2239	0.2248	0.0587	0.1502	0.1681	0.3161	0.2599	0.0187	0.3547	0.3155	0.2329	0.5399
ENSG00000143322	ABL2	0.2753	0.0520	0.2081	0.2604	0.1793	0.3666	0.3331	0.1868	0.2583	0.3446	0.2176	0.1873	0.2594	0.0800	0.3127	0.0559	0.1025	0.3218	0.1211	0.2254
ENSG00000128595	CALU	0.2752	0.0843	0.2692	0.0837	0.0061	0.0544	0.2607	0.1804	0.0597	0.0437	0.1533	0.2519	0.0659	0.2255	0.0385	0.1018	0.1167	0.2216	0.0765	0.4850
ENSG00000154144	TBRG1	0.2750	0.3593	0.1445	0.3767	0.2938	0.1652	0.1493	0.5098	0.3358	0.0002	0.2817	0.5594	0.2285	0.3257	0.2612	0.2047	0.4846	0.1133	0.5734	0.6354
ENSG00000164597	COG5	0.2748	0.3067	0.0709	0.0757	0.1919	0.5512	0.3892	0.4812	0.0613	0.3634	0.4127	0.1245	0.2196	0.3340	0.2765	0.4841	0.1393	0.2127	0.2914	0.4805
ENSG00000179222	MAGED1	0.2746	0.4346	0.2457	0.3357	0.2660	0.2487	0.2956	0.3463	0.2254	0.2408	0.3406	0.2172	0.2344	0.2625	0.1480	0.1745	0.0599	0.2743	0.2370	0.2304
ENSG00000163393	SLC22A15	0.2745	0.0452	0.0704	0.1487	0.0223	0.2227	0.2345	0.5234	0.2473	0.6020	0.0235	0.0998	0.1348	0.0331	0.0222	0.0633	0.2380	0.1147	0.0052	0.3317
ENSG00000100027	YPEL1	0.2744	0.1945	0.0052	0.0877	0.0001	0.0798	0.0472	0.0001	0.0294	0.4600	0.0002	0.0019	0.0158	0.0136	0.0346	0.0000	0.2489	0.0110	0.0438	0.1929
ENSG00000143126	CELSR2	0.2740	0.2822	0.6109	0.0195	0.0005	0.0256	0.0430	0.0032	0.0855	0.2247	0.1022	0.0130	0.1391	0.3013	0.2625	0.0068	0.1119	0.3741	0.1232	0.0109
ENSG00000113522	RAD50	0.2737	0.2790	0.2092	0.1036	0.1867	0.3097	0.1851	0.3233	0.2649	0.3647	0.2897	0.2421	0.1679	0.1982	0.0283	0.1138	0.3108	0.1901	0.1433	0.3573
ENSG00000137770	CTDSPL2	0.2737	0.2471	0.0526	0.1284	0.0626	0.2332	0.0713	0.1662	0.1563	0.3804	0.2367	0.1268	0.0511	0.2239	0.1481	0.0297	0.2353	0.1634	0.0838	0.1371
ENSG00000025800	KPNA6	0.2736	0.2940	0.2476	0.2072	0.1658	0.1587	0.1861	0.2036	0.1264	0.2842	0.1911	0.2091	0.1779	0.2395	0.1565	0.1136	0.1646	0.3676	0.1890	0.2338
ENSG00000015676	NUDCD3	0.2736	0.3618	0.4033	0.1921	0.0820	0.1259	0.1619	0.3266	0.1543	0.2478	0.2215	0.2585	0.1401	0.3716	0.2162	0.0525	0.2462	0.2518	0.2546	0.0572
ENSG00000106686	SPATA6L	0.2735	0.0038	0.0042	0.1202	0.0019	0.0213	0.4002	0.0580	0.0023	0.0726	0.0186	0.0199	0.0001	0.0522	0.0638	0.0004	0.2102	0.1378	0.0172	0.3028
ENSG00000172733	PURG	0.2734	0.1369	0.1801	0.2357	0.0790	0.2334	0.1776	0.1518	0.1633	0.0309	0.1369	0.0700	0.1496	0.2754	0.1648	0.1353	0.1921	0.3350	0.1346	0.4861
ENSG00000124177	CHD6	0.2733	0.2616	0.1879	0.3721	0.3996	0.4218	0.3598	0.4488	0.3274	0.2548	0.1974	0.2911	0.3535	0.2978	0.2214	0.2596	0.2726	0.3267	0.3172	0.2585
ENSG00000115041	KCNIP3	0.2733	0.1357	0.1642	0.0201	0.0116	0.3903	0.1719	0.0120	0.2155	0.3859	0.0145	0.0974	0.0312	0.0492	0.0334	0.0958	0.3045	0.3723	0.1266	0.0431
ENSG00000180998	GPR137C	0.2731	0.3703	0.0038	0.2632	0.1600	0.2862	0.0093	0.3552	0.3615	0.1333	0.3072	0.0689	0.4053	0.5861	0.0052	0.0899	0.5214	0.4217	0.2743	0.0016
ENSG00000166435	XRRA1	0.2731	0.1677	0.0397	0.1216	0.0036	0.1642	0.2417	0.2524	0.1728	0.5889	0.1593	0.2236	0.0819	0.1019	0.0432	0.0003	0.3661	0.2355	0.1497	0.2802
ENSG00000221968	FADS3	0.2730	0.2919	0.0001	0.0000	0.0480	0.1179	0.3025	0.0000	0.1046	0.2904	0.0004	0.0011	0.0165	0.0088	0.1292	0.0386	0.1145	0.0116	0.0799	0.5069
ENSG00000103091	WDR59	0.2728	0.0041	0.0697	0.3336	0.0330	0.1978	0.1638	0.3598	0.2342	0.4608	0.0519	0.0653	0.2166	0.1444	0.0702	0.0087	0.1040	0.1312	0.0420	0.2229
ENSG00000171992	SYNPO	0.2727	0.1208	0.3896	0.0110	0.0013	0.0016	0.1897	0.0001	0.0011	0.3807	0.0008	0.0294	0.0000	0.1466	0.1372	0.0016	0.1439	0.2329	0.0100	0.0872
ENSG00000085382	HACE1	0.2726	0.2628	0.1413	0.1324	0.2056	0.3639	0.1998	0.3686	0.2959	0.0745	0.3198	0.1065	0.1679	0.3366	0.3435	0.3431	0.4185	0.2117	0.3948	0.3777
ENSG00000241058	NSUN6	0.2724	0.3450	0.0166	0.3024	0.0138	0.2864	0.1741	0.0836	0.1413	0.7398	0.0868	0.3050	0.1779	0.3389	0.0976	0.0007	0.2538	0.1527	0.3097	0.4960
ENSG00000141252	VPS53	0.2720	0.1139	0.3024	0.1952	0.2478	0.3231	0.3218	0.4535	0.3152	0.5490	0.3237	0.1303	0.1562	0.1491	0.1778	0.2734	0.2541	0.1902	0.0052	0.1273
ENSG00000109180	OCIAD1	0.2716	0.5479	0.4136	0.3144	0.3340	0.1726	0.2608	0.2232	0.2286	0.0467	0.0948	0.4750	0.4260	0.5481	0.3845	0.2691	0.2284	0.0792	0.5156	0.2331
ENSG00000159267	HLCS	0.2715	0.0639	0.0481	0.1587	0.1685	0.1765	0.2980	0.2990	0.3675	0.4155	0.4006	0.0428	0.2131	0.0452	0.0424	0.2041	0.2915	0.2218	0.0050	0.2842
ENSG00000130338	TULP4	0.2714	0.1934	0.1458	0.1689	0.4370	0.2206	0.3537	0.1823	0.3733	0.4228	0.3261	0.2442	0.2788	0.3480	0.4283	0.3612	0.3085	0.2766	0.2492	0.2113
ENSG00000165238	WNK2	0.2713	0.1512	0.1234	0.2872	0.3294	0.2197	0.1484	0.4184	0.4191	0.6111	0.2909	0.1465	0.1796	0.2790	0.3375	0.3049	0.2979	0.3407	0.1016	0.2045
ENSG00000127663	KDM4B	0.2712	0.0611	0.0143	0.0663	0.0537	0.1463	0.2969	0.1298	0.0035	0.6684	0.0620	0.1117	0.0307	0.1850	0.1601	0.0346	0.1177	0.2148	0.0564	0.0167
ENSG00000134698	AGO4	0.2710	0.1034	0.0657	0.1442	0.2096	0.2357	0.1232	0.2892	0.1329	0.3719	0.1539	0.0557	0.1522	0.1646	0.1842	0.0584	0.3866	0.2603	0.2690	0.2350
ENSG00000148200	NR6A1	0.2710	0.0649	0.0421	0.1638	0.2937	0.3178	0.2854	0.2475	0.1749	0.2563	0.3126	0.0796	0.1875	0.0386	0.0936	0.3144	0.3757	0.3748	0.0085	0.1711
ENSG00000135932	CAB39	0.2709	0.1640	0.4747	0.1739	0.1767	0.2387	0.1430	0.1858	0.1847	0.2745	0.2666	0.1730	0.0877	0.1146	0.2098	0.2667	0.2198	0.4080	0.0647	0.2239
ENSG00000008277	ADAM22	0.2709	0.0731	0.2684	0.4171	0.5272	0.3608	0.3885	0.3680	0.3902	0.1676	0.5984	0.3151	0.2893	0.5037	0.6329	0.5202	0.2316	0.3476	0.3982	0.1863
ENSG00000073803	MAP3K13	0.2709	0.2625	0.2980	0.5402	0.4151	0.3403	0.2175	0.4780	0.3642	0.2566	0.5352	0.2689	0.3171	0.2691	0.2143	0.2611	0.3030	0.2367	0.2990	0.1314
ENSG00000136052	SLC41A2	0.2705	0.0907	0.0662	0.1507	0.2314	0.0885	0.4514	0.4920	0.1982	0.2870	0.2343	0.0087	0.1590	0.1739	0.7248	0.1092	0.1549	0.2409	0.2095	0.4475
ENSG00000121988	ZRANB3	0.2702	0.0612	0.0079	0.1486	0.1394	0.2142	0.2041	0.2804	0.0715	0.5274	0.0764	0.0394	0.0896	0.0661	0.2962	0.1867	0.4946	0.1801	0.1085	0.3945
ENSG00000105662	CRTC1	0.2701	0.0628	0.0783	0.1056	0.0703	0.0641	0.2579	0.0117	0.1233	0.6318	0.1450	0.0066	0.0118	0.1127	0.0872	0.0451	0.1880	0.1268	0.0888	0.0026
ENSG00000122566	HNRNPA2B1	0.2701	0.3982	0.2628	0.2976	0.2126	0.3086	0.3554	0.4102	0.2416	0.0023	0.0215	0.3284	0.4744	0.8232	0.4100	0.2055	0.3680	0.1152	0.6149	0.2712
ENSG00000137845	ADAM10	0.2699	0.2023	0.1401	0.2072	0.4515	0.3166	0.4422	0.0833	0.3564	0.2175	0.0896	0.0383	0.3246	0.2339	0.3766	0.1142	0.0303	0.3448	0.2109	0.2863
ENSG00000118873	RAB3GAP2	0.2698	0.1959	0.3317	0.2485	0.2424	0.2406	0.1922	0.4001	0.3896	0.2123	0.3079	0.2377	0.2628	0.2624	0.2750	0.2274	0.2325	0.0747	0.2715	0.3422
ENSG00000130224	LRCH2	0.2698	0.0400	0.0230	0.0417	0.0111	0.1199	0.1876	0.0371	0.1521	0.1189	0.0209	0.0325	0.1235	0.0148	0.0048	0.0054	0.3426	0.0380	0.0156	0.3941
ENSG00000090539	CHRD	0.2697	0.1771	0.0474	0.1697	0.0094	0.3179	0.2709	0.0201	0.0029	0.0093	0.0006	0.0101	0.0000	0.2800	0.0128	0.0028	0.1844	0.2682	0.0283	0.0028
ENSG00000188529	SRSF10	0.2693	0.3481	0.0379	0.1351	0.1046	0.2675	0.2047	0.1721	0.1184	0.1114	0.1336	0.3017	0.2135	0.3041	0.1504	0.0597	0.3207	0.0845	0.3688	0.5704
ENSG00000173120	KDM2A	0.2693	0.1385	0.1718	0.2704	0.2903	0.3002	0.2672	0.1846	0.2680	0.5331	0.3989	0.0827	0.1293	0.1346	0.2118	0.1303	0.1733	0.2750	0.0912	0.0614
ENSG00000070366	SMG6	0.2690	0.1668	0.0613	0.1842	0.2175	0.2154	0.1515	0.2471	0.1244	0.6034	0.2851	0.1167	0.0668	0.0732	0.1501	0.0471	0.1498	0.2393	0.0806	0.1743
ENSG00000276644	DACH1	0.2686	0.1702	0.0000	0.0000	0.6270	0.3999	0.0000	0.0000	0.6192	0.0018	0.0000	0.0002	0.0000	0.0000	0.3965	0.0006	0.0000	0.2945	0.0000	0.4026
ENSG00000133103	COG6	0.2686	0.2152	0.1148	0.1618	0.2953	0.3414	0.3649	0.3055	0.2480	0.1125	0.2434	0.0679	0.1895	0.1339	0.4334	0.2212	0.3433	0.4509	0.2032	0.4781
ENSG00000151422	FER	0.2686	0.2920	0.0718	0.4669	0.7545	0.4379	0.3159	0.4500	0.5393	0.2674	0.4900	0.1905	0.4341	0.2450	0.4147	0.3568	0.1552	0.1901	0.2296	0.4048
ENSG00000105409	ATP1A3	0.2683	0.4401	0.5817	0.1624	0.1534	0.0144	0.1008	0.3740	0.1171	0.5741	0.2342	0.3359	0.2528	0.1361	0.0359	0.0999	0.0355	0.2612	0.2069	0.0033
ENSG00000165102	HGSNAT	0.2681	0.1886	0.0188	0.0714	0.1931	0.3192	0.2333	0.2445	0.1593	0.4229	0.1050	0.1364	0.0924	0.2357	0.1272	0.1053	0.2560	0.0890	0.2079	0.4794
ENSG00000122741	DCAF10	0.2680	0.1839	0.1495	0.2756	0.2552	0.2127	0.2429	0.2571	0.2825	0.3657	0.3310	0.1164	0.1699	0.2394	0.2496	0.1061	0.2682	0.3878	0.2005	0.2056
ENSG00000171681	ATF7IP	0.2678	0.0555	0.2101	0.2572	0.0859	0.2234	0.1861	0.3381	0.1609	0.1204	0.3197	0.1247	0.1812	0.0725	0.0858	0.1110	0.1866	0.2258	0.1503	0.4193
ENSG00000117906	RCN2	0.2678	0.5561	0.4353	0.2254	0.0951	0.0753	0.0297	0.0832	0.1154	0.0020	0.0380	0.3094	0.3045	0.0220	0.1263	0.1060	0.0735	0.0480	0.3317	0.4865
ENSG00000101445	PPP1R16B	0.2677	0.2153	0.1243	0.2594	0.3295	0.1900	0.2183	0.1883	0.2766	0.4174	0.2167	0.1026	0.0527	0.2096	0.0580	0.4530	0.4965	0.5216	0.1603	0.0473
ENSG00000157540	DYRK1A	0.2674	0.1544	0.2610	0.4127	0.3688	0.3077	0.3598	0.2375	0.3493	0.1235	0.2708	0.1003	0.3752	0.2121	0.4208	0.3427	0.2532	0.3332	0.1664	0.2966
ENSG00000118407	FILIP1	0.2673	0.0631	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4431	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0257	0.0000	0.1631
ENSG00000115840	SLC25A12	0.2672	0.3087	0.1453	0.2016	0.4312	0.2404	0.3518	0.4504	0.3958	0.3065	0.3164	0.3071	0.2900	0.4188	0.2446	0.3621	0.2541	0.1994	0.3014	0.2463
ENSG00000163162	RNF149	0.2669	0.2498	0.0489	0.2316	0.3016	0.2607	0.4558	0.2126	0.1095	0.3248	0.1755	0.1558	0.1284	0.1943	0.2867	0.0768	0.0723	0.3734	0.3755	0.3784
ENSG00000051382	PIK3CB	0.2667	0.1972	0.3367	0.1574	0.4535	0.1828	0.0039	0.2635	0.0711	0.4138	0.3615	0.1687	0.1765	0.3370	0.2105	0.2337	0.1485	0.5027	0.1230	0.1481
ENSG00000139697	SBNO1	0.2667	0.2866	0.4483	0.1800	0.0574	0.1252	0.2877	0.1499	0.1317	0.2677	0.0859	0.2486	0.1266	0.2269	0.2090	0.0983	0.2945	0.2942	0.2247	0.2235
ENSG00000145725	PPIP5K2	0.2662	0.3287	0.0296	0.0489	0.1409	0.2817	0.4245	0.7070	0.2453	0.1745	0.1052	0.2174	0.2025	0.3539	0.2229	0.2110	0.2754	0.1742	0.5247	0.6116
ENSG00000166225	FRS2	0.2662	0.0954	0.1314	0.1402	0.1218	0.2829	0.2759	0.2424	0.2408	0.2134	0.0885	0.0152	0.1983	0.1563	0.2812	0.1273	0.1776	0.3262	0.0666	0.2354
ENSG00000101868	POLA1	0.2661	0.0904	0.0085	0.2046	0.0905	0.2615	0.0425	0.1935	0.2055	0.2554	0.0835	0.0358	0.1938	0.1437	0.0982	0.0590	0.0812	0.2215	0.0846	0.2116
ENSG00000144535	DIS3L2	0.2661	0.1419	0.0615	0.1778	0.2758	0.2861	0.2614	0.4122	0.2694	0.4560	0.4176	0.1440	0.0768	0.1067	0.1250	0.1089	0.1877	0.3645	0.0754	0.1427
ENSG00000006576	PHTF2	0.2661	0.1578	0.0593	0.1904	0.2498	0.1912	0.3809	0.2637	0.2518	0.1351	0.4018	0.0966	0.1748	0.3444	0.3211	0.2486	0.2534	0.2818	0.1971	0.4831
ENSG00000033627	ATP6V0A1	0.2657	0.2997	0.3449	0.2813	0.3948	0.2851	0.2251	0.2034	0.2728	0.4589	0.2591	0.3007	0.2492	0.3118	0.1972	0.3323	0.2447	0.2309	0.2495	0.1947
ENSG00000115170	ACVR1	0.2654	0.0042	0.0905	0.1816	0.0463	0.1024	0.2294	0.0141	0.0322	0.1368	0.0673	0.1221	0.0009	0.1693	0.0577	0.1119	0.0491	0.3795	0.0013	0.0078
ENSG00000161681	SHANK1	0.2654	0.1212	0.0248	0.0767	0.0226	0.1305	0.2043	0.1499	0.1373	0.6390	0.0627	0.0251	0.1212	0.0655	0.0202	0.0239	0.1533	0.2351	0.0348	0.0950
ENSG00000090565	RAB11FIP3	0.2649	0.1649	0.1223	0.1281	0.2571	0.1545	0.2538	0.2019	0.2141	0.6407	0.2676	0.1277	0.0198	0.3007	0.2543	0.1337	0.1881	0.3777	0.0723	0.0129
ENSG00000109680	TBC1D19	0.2649	0.1546	0.0872	0.1735	0.2924	0.3372	0.2279	0.4336	0.3554	0.3434	0.3408	0.2435	0.1834	0.1732	0.2254	0.2281	0.2426	0.1871	0.1777	0.4745
ENSG00000132953	XPO4	0.2647	0.1263	0.0321	0.1262	0.1672	0.2664	0.2943	0.3111	0.2916	0.1384	0.2195	0.2111	0.1380	0.3319	0.2536	0.0695	0.2815	0.3390	0.1916	0.4026
ENSG00000044115	CTNNA1	0.2639	0.1500	0.2805	0.0194	0.0149	0.1829	0.1205	0.1270	0.0295	0.4434	0.0202	0.1798	0.0006	0.3370	0.1263	0.0618	0.1982	0.4006	0.3826	0.1886
ENSG00000101745	ANKRD12	0.2638	0.2896	0.3244	0.3870	0.3913	0.3232	0.3318	0.0712	0.2725	0.4484	0.2733	0.4342	0.4735	0.3006	0.3786	0.4044	0.1029	0.1985	0.4659	0.4437
ENSG00000175216	CKAP5	0.2633	0.2726	0.2877	0.2470	0.1950	0.2225	0.1120	0.3325	0.1369	0.3337	0.2072	0.3986	0.1083	0.1789	0.1183	0.0672	0.1879	0.2879	0.0841	0.3647
ENSG00000162745	OLFML2B	0.2633	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0257	0.0212	0.0000	0.0000	0.0214	0.0725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0337
ENSG00000021645	NRXN3	0.2631	0.1933	0.3687	0.9025	1.7222	0.5114	0.5506	0.0684	0.7666	0.2566	0.8671	0.3108	0.5571	0.4749	0.6134	1.6526	0.5754	0.3479	0.7714	0.0797
ENSG00000153015	CWC27	0.2628	0.0842	0.1448	0.1251	0.2328	0.3819	0.2943	0.3790	0.2783	0.1502	0.4469	0.3352	0.1881	0.1731	0.1842	0.2944	0.2046	0.2966	0.1830	0.3733
ENSG00000114812	VIPR1	0.2628	0.1532	0.0423	0.0001	0.0001	0.0967	0.1050	0.0001	0.2971	0.3519	0.0087	0.1031	0.1232	0.1339	0.0520	0.0002	0.2951	0.3849	0.1507	0.0720
ENSG00000145216	FIP1L1	0.2626	0.0488	0.3098	0.1593	0.2480	0.2725	0.2574	0.1500	0.1516	0.1611	0.2623	0.2234	0.2092	0.2472	0.0970	0.1717	0.1959	0.3006	0.3674	0.4681
ENSG00000104218	CSPP1	0.2625	0.2138	0.0182	0.2594	0.3598	0.2172	0.3240	0.4232	0.2860	0.3636	0.1701	0.2142	0.2775	0.1528	0.3217	0.2269	0.2919	0.2242	0.3286	0.3919
ENSG00000107862	GBF1	0.2621	0.1557	0.0848	0.1997	0.2045	0.2875	0.2224	0.3056	0.2206	0.4903	0.3373	0.1578	0.0898	0.1665	0.0535	0.1688	0.0740	0.3087	0.0370	0.1545
ENSG00000134852	CLOCK	0.2619	0.0937	0.3270	0.2611	0.1997	0.3436	0.2614	0.3141	0.3074	0.1738	0.3832	0.1539	0.2559	0.2301	0.2380	0.1452	0.1847	0.3110	0.1440	0.2444
ENSG00000184178	SCFD2	0.2618	0.1032	0.0633	0.2963	0.2412	0.2849	0.1999	0.3571	0.2990	0.4316	0.3658	0.1621	0.1964	0.0710	0.2519	0.3726	0.2302	0.4772	0.0939	0.2967
ENSG00000164100	NDST3	0.2616	0.2091	0.0004	0.0076	0.0839	0.8057	0.8162	0.0003	0.1093	0.0795	0.4049	0.2654	0.0021	0.0126	0.0394	0.7570	1.0184	0.5702	0.1258	0.0889
ENSG00000114450	GNB4	0.2614	0.1016	0.0011	0.0004	0.0056	0.1074	0.0000	0.0000	0.2187	0.3633	0.0000	0.0244	0.0553	0.0749	0.2188	0.0048	0.0000	0.0428	0.0417	0.4430
ENSG00000213949	ITGA1	0.2613	0.0327	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0000	0.0000	0.0532	0.0451	0.0000	0.0000	0.0000	0.0000	0.0925	0.0000	0.0892
